EventsID,SiteCode,EventCode,Personnel,CrewLeader,SiteName,TribTo,Date,TimeStart,TimeEnd,MouthLat,MouthLon,SiteLat,SiteLon,Discharge,WaterTemp,pH,SpecCond,Alk,DO,Hardness,AirTemp,Turbidity,Format,Unassessed,Connectivity,Loyalsock,FarmStreams,Other,Location,EventNotes,Weather,WQTime
1078,Butternut.BigNelson,201807.Butternut.BigNelson,,,Butternut.Hollow.Run,Big Nelson Run,7/11/2018,11:00:00 AM,,41.57092,-78.0181,41.57084,-78.01833,,13.3,6.25,41.2,18,9.68,,20,,Single,Unassessed,,,,,At mouth -- Hanging Ledge 5m tall at mouth of Big Nelson Run,,,
1079,Cooney.Freeman,201807.Cooney.Freeman,,,Cooney.Hollow.Run,Freeman Run,7/11/2018,1:23:00 PM,,41.61002,-78.0698,41.6134,-78.06936,,14.7,6.38,53.7,20,9.88,,21,,Single,Unassessed,,,,,* Landowner says it never runs dry,,,
1080,LittlePortage.Freeman,201807.LittlePortage.Freeman,,,Little.Portage.Creek,Freeman Run,7/11/2018,12:00:00 PM,,41.60395,-78.0656,41.60405,-78.0658,,15.3,6.45,48.4,16,9.64,,25,,Single,Unassessed,,,,,30m upstream from mouth,,,
1081,Pine.FirstForkSinnemahoning,201807.Pine.FirstForkSinnemahoning,,,Pine.Run,First Fork Sinnemahoning Creek,7/11/2018,5:45:00 PM,,41.64838,-77.9674,41.64838,-77.9674,,11.2,6.31,55.8,20,11.05,,19,,Single,Unassessed,,,,,At mouth - landowner claims it was dry a few weeks ago - also has hanging culvert,,,
1082,RightBigNelson.BigNelson,201807.RightBigNelson.BigNelson,,,Right.Branch.Big.Nelson.Run,Big Nelson Run,7/11/2018,8:30:00 AM,,41.573208,-78.016739,41.57731,-78.00694,,13.4,7.21,39.6,14,10.69,,17.8,,Single,Unassessed,,,,,Above mouth to Gas Hollow Well,,,
1083,Young.FirstForkSinnemahoning,201807.Young.FirstForkSinnemahoning,,,Young.Hollow.Run,First Fork Sinnemahoning Creek,7/11/2018,3:40:00 PM,,41.591504,-78.057811,41.5926,-78.05914,,14.6,6.34,57.2,18,9.97,,21,,Single,Unassessed,,,,,State Street  Costello (skipped 40m section by church and above poison Sumac growing,,,
1084,Big.FirstForkSinnemahoning,201807.Big.FirstForkSinnemahoning,,,Big.Hollow.Run,First Fork Sinnemahoning Creek,7/12/2018,10:30:00 AM,,41.63994,,41.63615,-77.97463,,,,,,,,,,Single,Unassessed,,,,,At mouth,,,
1085,EastFreeman.Freeman,201807.EastFreeman.Freeman,,,East.Branch.Freeman.Run,Freeman Run,7/12/2018,1:15:00 PM,,41.69719,-78.087522,41.697647,-78.083693,,,,,,,,27.2,,Single,Unassessed,,,,,Above mouth on bridge at 872,,,
1086,ElkLick.FirstForkSinnemahoning,201807.ElkLick.FirstForkSinnemahoning,,,Elk.Lick.Run,First Fork Sinnemahoning Creek,7/12/2018,9:30:00 AM,,41.64071,-77.973044,41.63877,-77.97142,,,,,,,,21.1,,Single,Unassessed,,,,,Dry at mouth and upstream at this site into hillside,,,
1087,GasWell.WestFreeman,201807.GasWell.WestFreeman,,,Gas.Well.Hollow.Run,West Branch Freeman Run,7/12/2018,11:02:00 AM,,41.65392,-78.124977,41.65399,-78.12492,,11.8,7.14,44.1,16,10.11,,21.1,,Single,Unassessed,,,,,@ mouth .5m high hanging culvert @ 30m; zero fish above culvert,,,
1088,Heath.Prouty,201807.Heath.Prouty,,,Heath.Hollow.Run,Prouty Run,7/12/2018,8:05:00 AM,,41.67204,-77.912944,41.67234,-77.91257,,,,,,,,8.9,,Single,Unassessed,,,,,Just above mouth at Road Crossing. Heavy moss & plants growing in channel.,,,
1089,Horton.EastForkSinnemahoning,201807.Horton.EastForkSinnemahoning,,,Horton.Run,East Fork Sinnemahoning Creek,7/12/2018,3:50:00 PM,,41.616558,-77.875053,41.616588,-77.87479,,15.7,7.01,42.9,18,9.41,,28.9,,Single,Unassessed,,,,,At Mouth,,,
1090,Long.EastForkSinnemahoning,201807.Long.EastForkSinnemahoning,,,Long.Hollow.Run,East Fork Sinnemahoning Creek,7/12/2018,6:30:00 PM,,41.55416,-77.95491,41.55416,-77.95491,,,,,,,,,,Single,Unassessed,,,,,Dry,,,
1091,Marvin.EastForkSinnemahoning,201807.Marvin.EastForkSinnemahoning,,,Marvin.Run,East Fork Sinnemahoning Creek,7/12/2018,5:45:00 PM,,41.5625,-77.936386,41.561671,-77.93162,,15.9,7.05,51.4,24,9.16,,,,Single,Unassessed,,,,,Marvin Run Rd  Past camps,,,
1092,Nestor.FirstForkSinnemahoning,201807.Nestor.FirstForkSinnemahoning,,,Nestor.Hollow.Run,First Fork Sinnemahoning Creek,7/12/2018,7:15:00 AM,,41.62378,-78.02686,41.62621,-78.02711,,,,,,,,,,Single,Unassessed,,,,,Below road crossing  also went 300m up into woods and dry,,,
1093,South.EastFreeman,201807.South.EastFreeman,,,South.Hollow.Run,East Branch Freeman Run,7/12/2018,1:30:00 PM,,41.69704,-78.079408,41.695872,-78.078175,,,,,,,,,,Single,Unassessed,,,,,Bucking Horse Farm,,,
1094,UNTtoBorieRM2612.Borie,201807.UNTtoBorieRM2612.Borie,,,UNT.to.Borie.Branch..RM.2.61..2,Borie Branch,7/12/2018,8:49:00 AM,,41.68558,-77.95363,41.69425,-77.96101,,,,,,,,,,Single,Unassessed,,,,,296 SR 3003. Landowner says only water in it after heavy rain.,,,
1095,UNTtoBoriesRM261.Borie,201807.UNTtoBoriesRM261.Borie,,,UNT.to.Bories.Branch..RM.2.61.,Borie Branch,7/12/2018,8:30:00 AM,,41.68558,-77.95363,41.68584,-77.954105,,,,,,,,,,Single,Unassessed,,,,,At mouth by Summit Township office,,,
1096,UNTtoFreemanRM884.Freeman,201807.UNTtoFreemanRM884.Freeman,,,UNT.to.Freeman.Run..RM.8.84.,Freeman Run,7/12/2018,12:15:00 PM,,41.70182,-78.091203,41.70244,-78.0901,,13.1,6.98,63.8,35,8.97,,27.2,,Single,Unassessed,,,,,Patricia Wilson Property on Odin Road; 2 passes  dry at bottom  no connection  dries up at end of field,,,
1097,UNTtoSouthWoodsRM793.SouthWoods,201807.UNTtoSouthWoodsRM793.SouthWoods,,,UNT.to.South.Woods.Branch..RM.7.93.,South Woods Branch,7/12/2018,2:15:00 PM,,41.714613,-78.019224,41.71476,-78.01906,,18.5,6.91,33.3,21,8.55,,28.9,,Single,Unassessed,,,,,At mouth along Back rd. Overgrown above culvert; dry above pond @ 41.72324  -78.00954,,,
1098,UNTtoEastLickingRM1155.EastLicking,201807.UNTtoEastLickingRM1155.EastLicking,,,UNT.to.East.Licking.Creek..RM.11.55.,East Licking Creek,7/16/2018,12:32:00 PM,,40.541164,-77.541721,40.54095,-77.54178,,14.9,7.11,31.7,10,9.7,,26,,Single,Unassessed,,,,,Below Bridge on Licking Creek Rd.,,,
1099,UNTtoEastLickingRM1231.EastLicking,201807.UNTtoEastLickingRM1231.EastLicking,,,UNT.to.East.Licking.Creek..RM.12.31.,East Licking Creek,7/16/2018,12:20:00 PM,,40.535504,-77.553116,40.53569,-77.5531,,,,,,,,,,Single,Unassessed,,,,,At mouth and upstream at road crossing,,,
1100,UNTtoEastLickingRM1259.EastLicking,201807.UNTtoEastLickingRM1259.EastLicking,,,UNT.to.East.Licking.Creek..RM.12.59.,East Licking Creek,7/16/2018,12:00:00 PM,,40.534917,-77.557817,40.53472,-77.55785,,,,,,,,,,Single,Unassessed,,,,,At mouth and below culvert are dry,,,
1101,UNTtoEastLickingRM1292.EastLicking,201807.UNTtoEastLickingRM1292.EastLicking,,,UNT.to.East.Licking.Creek..RM.12.92.,East Licking Creek,7/16/2018,11:05:00 AM,,40.531822,-77.562026,40.53149,-77.56122,,16.6,7.08,114.7,47,8.78,,24,,Single,Unassessed,,,,,At mouth  hanging culvert above road .75m high,,,
1102,UNTtoEastLickingRM1322.EastLicking,201807.UNTtoEastLickingRM1322.EastLicking,,,UNT.to.East.Licking.Creek..RM.13.22.,East Licking Creek,7/16/2018,9:40:00 AM,,40.530668,-77.567285,40.53011,-77.56686,,17.9,6.55,32.7,10,8.53,,23.9,,Single,Unassessed,,,,,Near Rattlesnake Cabin. Bailey Coders place. Hanging culvert under Licking creek Road. No fish above.,,,
1103,Front.Trout,201807.Front.Trout,,,Front.Run,Trout Run,7/18/2018,3:02:00 PM,,41.07153,-78.898554,41.069661,-78.901662,,18.6,7.04,330.6,40,7.94,,26.1,,Single,Unassessed,,,,,Reynlow Park Behind Pavillions and Playground,,,
1104,UNTtoLittleSandyRM1485.LittleSandy,201807.UNTtoLittleSandyRM1485.LittleSandy,,,UNT.to.Little.Sandy.Creek..RM.14.85.,Little Sandy Creek,7/18/2018,8:20:00 AM,,41.0363,-79.028806,41.03694,-79.02894,,15.9,7.45,283.6,13,8.52,,15.6,,Single,Unassessed,,,,,About 100m above mouth on Game Lands 231,,,
1105,UNTtoLittleSandyRM1758.LittleSandy,201807.UNTtoLittleSandyRM1758.LittleSandy,,,UNT.to.Little.Sandy.Creek..RM.17.58.,Little Sandy Creek,7/18/2018,9:45:00 AM,,41.04722,-78.985288,41.04731,-78.985362,,15.8,7.24,249.6,20,8.36,,17.8,,Single,Unassessed,,,,,At Mouth,,,
1106,UNTtoSandyLickRM1167.SandyLick,201807.UNTtoSandyLickRM1167.SandyLick,,,UNT.to.Sandy.Lick.Creek..RM.11.67.,Sandy Lick Creek,7/18/2018,12:29:00 PM,,41.08962,-78.975656,41.090127,-78.975656,,12.8,3.44,334.8,0,8.41,,,,Single,Unassessed,,,,,Below culvert on gamelands road  VERY orange,,,
1107,UNTtoSandyLickRM1267.SandyLick,201807.UNTtoSandyLickRM1267.SandyLick,,,UNT.to.Sandy.Lick.Creek..RM.12.67.,Sandy Lick Creek,7/18/2018,1:00:00 PM,,41.09363,-78.960197,41.0936,-78.96019,,16.3,7.01,77.6,9,7.41,,22.7,,Single,Unassessed,,,,,,,,
1108,UNTtoSandyLickRM1347.SandyLick,201807.UNTtoSandyLickRM1347.SandyLick,,,UNT.to.Sandy.Lick.Creek..RM.13.47.,Sandy Lick Creek,7/18/2018,1:58:00 PM,,41.08713,-78.952059,41.090016,-78.952171,,17.2,6.86,29.3,2,6.1,,21.6,,Single,Unassessed,,,,,Game lands 244 @ Meredith Road gate. Flows not as on map. Flows to RR bed  no creek connection,,,
1109,UNTtoTroutRM146.Trout,201807.UNTtoTroutRM146.Trout,,,UNT.to.Trout.Run..RM.1.46.,Trout Run,7/18/2018,4:20:00 PM,,41.07278,-78.89844,41.07281,-78.89881,,20.2,6.99,247,27,7.92,,25.5,,Single,Unassessed,,,,,@ Mouth in Reynlow Park,,,
1110,Cable.SandyLick,201807.Cable.SandyLick,,,Cable.Run,Sandy Lick Creek,7/19/2018,2:15:00 PM,,41.11493,-78.996925,41.114753,-78.997032,,17.2,7.33,341.6,56,7.98,,26.7,,Single,Unassessed,,,,,@ mouth (abrupt culvert face at 50m from mouth; all fish below hanging culvert),,,
1111,FiveMile.Mill,201807.FiveMile.Mill,,,Five.Mile.Run,Mill Creek,7/19/2018,9:40:00 AM,,41.161082,-79.00114,41.146348,-78.991497,,15.5,7.09,317.7,35,9.4,,20.5,,Single,Unassessed,,,,,Below Hatten Rd.,,,
1112,Fuller.SandyLick,201807.Fuller.SandyLick,,,Fuller.Run,Sandy Lick Creek,7/19/2018,11:09:00 AM,,41.09775,-78.989407,41.097461,-78.989791,,15.9,7.34,174.4,15,9.06,,22.2,,Single,Unassessed,,,,,Below Witch Hollow Rd  (0.3m Hanging Culvert),,,
1113,UNTtoNorthForkRedbankRM085.NorthForkRedbank,201807.UNTtoNorthForkRedbankRM085.NorthForkRedbank,,,UNT.to.North.Fork.Redbank.Creek..RM.0.85.,North Fork Redbank Creek,7/19/2018,8:15:00 AM,,41.16885,-79.073532,41.168933,-79.073168,,15.9,7.28,464.3,45,7.88,,16.1,,Single,Unassessed,,,,,At mouth,,,
1114,UNTtoSandyLickRM1037.SandyLick,201807.UNTtoSandyLickRM1037.SandyLick,,,UNT.to.Sandy.Lick.Creek..RM.10.37.,Sandy Lick Creek,7/19/2018,5:30:00 PM,,41.09754,-78.987222,41.097546,-78.986905,,,,,,,,,,Single,Unassessed,,,,,At mouth upstream,,,
1115,UNTtoSandyLickRM887.SandyLick,201807.UNTtoSandyLickRM887.SandyLick,,,UNT.to.Sandy.Lick.Creek..RM.8.87.,Sandy Lick Creek,7/19/2018,3:45:00 PM,,41.11334,-78.998331,41.113534,-78.99305,,15.7,7.39,480.7,130,9.31,,27.2,,Single,Unassessed,,,,,@ mouth,,,
1116,UNTtoSandyLickRM972.SandyLick,201807.UNTtoSandyLickRM972.SandyLick,,,UNT.to.Sandy.Lick.Creek..RM.9.72.,Sandy Lick Creek,7/19/2018,12:15:00 PM,,41.10297,-78.996489,41.101114,-78.996942,,16,7.29,367.9,60,9.31,,,,Single,Unassessed,,,,,Below culvert at Witch Hollow Road,,,
1117,Patton.Redbank,201807.Patton.Redbank,,,Patton.Run,Redbank Creek,7/20/2018,10:20:00 AM,,41.05894,-79.203671,41.059898,-79.203671,,15.7,7.84,194.1,76,7.56,,,,Single,Unassessed,,,,,@ mouth near redbank valley trail,,,
1118,Patton2.Redbank,201807.Patton2.Redbank,,,Patton.Run.2,Redbank Creek,7/20/2018,12:56:00 PM,,41.05894,-79.203671,41.07163,-79.21354,,17.1,6.77,317.3,110,6.81,,,,Single,Unassessed,,,,,Cunningham Road (Orange from trib on left),,,
1119,UNTtoRedbankRM3298.Redbank,201807.UNTtoRedbankRM3298.Redbank,,,UNT.to.Redbank.Creek..RM.32.98.,Redbank Creek,7/20/2018,11:45:00 AM,,41.05985,-79.200233,41.059875,-79.19989,,16.1,7.01,110.9,36,8.24,,,,Single,Unassessed,,,,,@ mouth,,,
1120,UNTtoRedbankRM4016.Redbank,201807.UNTtoRedbankRM4016.Redbank,,,UNT.to.Redbank.Creek..RM.40.16.,Redbank Creek,7/20/2018,9:00:00 AM,,41.11732,-79.186766,41.119787,-79.187177,,16.2,2.84,1853.1,0,8.52,,,,Single,Unassessed,,,,,@ Sunoco in Summerville; Carrier Street,,,
1121,UNTtoEastLickingRM1066.EastLicking,201807.UNTtoEastLickingRM1066.EastLicking,,,UNT.to.East.Licking.Creek..RM.10.66.,East Licking Creek,7/30/2018,10:30:00 AM,,40.54605,-77.527585,40.544405,-77.529352,,14.2,7.22,48.6,23,10.68,,,,Single,Unassessed,,,,,Along Licking Creek Road  followed down to mouth with east licking creek  two other overland springs join upstream of this one,,,
1122,UNTtoEastLickingRM1148.EastLicking,201807.UNTtoEastLickingRM1148.EastLicking,,,UNT.to.East.Licking.Creek..RM.11.48.,East Licking Creek,7/30/2018,9:20:00 AM,,40.541197,-77.5403,40.54093,-77.539973,,11.5,7.17,29.2,5,11.96,,,,Single,Unassessed,,,,,at mouth below licking creek rd,,,
1123,UNTtoEastLickingRM919.EastLicking,201807.UNTtoEastLickingRM919.EastLicking,,,UNT.to.East.Licking.Creek..RM.9.19.,East Licking Creek,7/30/2018,12:51:00 PM,,40.554325,-77.504704,40.55433,-77.507489,,15.8,7.02,46.1,15,10.07,,25,,Single,Unassessed,,,,,1m high waterfall 7m from road. went to mouth,,,
1124,UNTtoEastLickingRM968.EastLicking,201807.UNTtoEastLickingRM968.EastLicking,,,UNT.to.East.Licking.Creek..RM.9.68.,East Licking Creek,7/30/2018,11:45:00 AM,,40.552526,-77.513824,40.552802,-77.513957,,15.9,6.94,60.1,25,10.42,,,,Single,Unassessed,,,,,Along Licking Creek Rd between road and resevoir. Near Nipple Lane .5m hanging culvert on road is barrier  all fish from 1st 35m.,,,
1125,Pine.Redbank,201807.Pine.Redbank,,,Pine.Creek,Redbank Creek,7/31/2018,1:10:00 PM,,40.02783,-79.262772,41.037838,-79.258351,,19,8.61,612.1,140,9.57,,22.2,,Single,Unassessed,,,,,At Rt. 28 Bridge,,,
1126,Pine2.Redbank,201807.Pine2.Redbank,,,Pine.Creek.2,Redbank Creek,7/31/2018,2:00:00 PM,,40.02783,-79.262772,41.068942,-79.241317,,18.9,8.41,657.1,150,8.62,,23.3,,Single,Unassessed,,,,,Dewey Rd,,,
1127,Pine3.Redbank,201807.Pine3.Redbank,,,Pine.Creek.3,Redbank Creek,7/31/2018,2:32:00 PM,,40.02783,-79.262772,41.093494,-79.227394,,18.6,8.31,714,150,8.81,,23.3,,Single,Unassessed,,,,,Pioneer Rd.,,,
1128,Rattlesnake.Redbank,201807.Rattlesnake.Redbank,,,Rattlesnake.Run,Redbank Creek,7/31/2018,11:30:00 AM,,41.134578,-79.143493,41.13521,-79.143411,,17.1,7.14,351.3,40,9.51,,22.2,,Single,Unassessed,,,,,At mouth,,,
1129,Swamp.FiveMile,201807.Swamp.FiveMile,,,Swamp.Run,Five Mile Run,7/31/2018,3:45:00 PM,,41.144924,-79.07723,41.144641,-79.077237,,18.9,7.05,165.4,15,9.55,,22.2,,Single,Unassessed,,,,,At mouth Emory Property -- Very Orange,,,
1130,Swamp2.FiveMile,201807.Swamp2.FiveMile,,,Swamp.Run.2,Five Mile Run,7/31/2018,4:50:00 PM,,41.144924,-79.07723,41.130356,-79.058651,,16.9,7.39,101.1,35,9.02,,22.2,,Single,Unassessed,,,,,Linda Lucot - 1694 Swamp Run Rd. Brookville  PA 15825,,,
1131,Hadden.Clutch,201808.Hadden.Clutch,,,Hadden.Run,Clutch Run,8/1/2018,8:10:00 AM,,41.019541,-79.043839,41.019027,-79.044416,,17.4,8.07,343.9,100,8.88,,,,Single,Unassessed,,,,,Below Clark Rd Bridge at confluence with Clutch Run,,,
1132,UNTtoLittleSandyRM1825.LittleSandy,201808.UNTtoLittleSandyRM1825.LittleSandy,,,UNT.to.Little.Sandy.Creek..RM.18.25.,Little Sandy Creek,8/1/2018,10:15:00 AM,,41.038951,-78.983588,41.038988,-78.983475,,17.9,7.14,211.1,22,8.27,,,,Single,Unassessed,,,,,At mouth (Giant wetland at confluence & upstream),,,
1133,Eckler.Beaver,201808.Eckler.Beaver,,,Eckler.Run,Beaver Run,8/2/2018,1:33:00 PM,,41.089355,-79.145882,41.089269,-79.145845,,18.9,8.11,751.1,180,6.67,,23.8,,Single,Unassessed,,,,,At mouth,,,
1134,Ferguson.LittleSandy,201808.Ferguson.LittleSandy,,,Ferguson.Run,Little Sandy Creek,8/2/2018,5:25:00 PM,,41.035065,-79.169937,41.03548,-79.168113,,19.2,7.18,591.1,125,8.27,,,,Single,Unassessed,,,,,Ames Rd. (recommend Sampling upstream),,,
1135,Hadden2.Clutch,201808.Hadden2.Clutch,,,Hadden.Run.2,Clutch Run,8/2/2018,9:10:00 AM,,41.019541,-79.043839,41.015838,-79.046931,,18.1,8.08,259.2,80,9.02,,,,Single,Unassessed,,,,,Edge of Gamelands 31,,,
1136,Lick.LittleSandy,201808.Lick.LittleSandy,,,Lick.Run,Little Sandy Creek,8/2/2018,10:10:00 AM,,41.044937,-79.089478,41.04582,-79.085632,,17.8,8.06,23.01,60,9.17,,,,Single,Unassessed,,,,,Below Coolspring Rd.,,,
1137,Painter.Pine,201808.Painter.Pine,,,Painter.Run,Pine Run,8/2/2018,4:20:00 PM,,40.966679,-79.211678,40.967454,-79.209976,,18.9,8.21,283,80,9.17,,25,,Single,Unassessed,,,,,Old railroad bridge off Powell Lane,,,
1138,Smathers.FiveMile,201808.Smathers.FiveMile,,,Smathers.Run,Five Mile Run,8/2/2018,12:20:00 PM,,41.107609,-79.094679,41.10803,-79.095002,,15.7,7.91,382.1,110,9.04,,23.3,,Single,Unassessed,,,,,at mouth,,,
1139,SugarCamp.Pine,201808.SugarCamp.Pine,,,Sugar.Camp.Run,Pine Creek,8/2/2018,3:29:00 PM,,40.96173,-79.23697,40.962591,-79.236553,,18.5,8.04,439.6,40,8.59,,23.8,,Single,Unassessed,,,,,Just above mouth below bridge on Rt,,,
1140,Tarnkiln.Redbank,201808.Tarnkiln.Redbank,,,Tarnkiln.Run,Redbank Creek,8/2/2018,2:00:00 PM,,41.070482,-79.186919,41.073077,-79.165511,,21.1,7.81,280.1,75,8.11,,23.8,,Single,Unassessed,,,,,Galbreath rd.,,,
1141,Turnip.Big,201808.Turnip.Big,,,Turnip.Run,Big Run,8/2/2018,7:35:00 AM,,41.020969,-78.904766,41.019507,-78.913444,,17.3,7.55,40.5,35,9.27,,,,Single,Unassessed,,,,,Township Road 506 Bridge,,,
1142,UNTtoFiveMileRM339.FiveMile,201808.UNTtoFiveMileRM339.FiveMile,,,UNT.to.FiveMile.Run..RM.3.39.,FiveMile Run,8/2/2018,11:30:00 AM,,41.111905,-79.089669,41.111994,-79.089869,,16.7,7.92,780,40,9.31,,23.3,,Single,Unassessed,,,,,Slimak Rd at mouth - Gilford Property - Waterfall 53m upstream (1m Drop)),,,
1143,UNTtoLittleSandyRM308.LittleSandy,201808.UNTtoLittleSandyRM308.LittleSandy,,,UNT.to.Little.Sandy.Creek..RM.3.08.,Little Sandy Creek,8/2/2018,2:20:00 PM,,41.033119,-79.183298,41.0336,-79.183695,,,,,,,,,,Single,Unassessed,,,,,Carl J. Bish  1725 Langville Rd  Mayport  PA 16240 (814-856-2929). NO PERMISSION. Stocking preseason is too early. 30 days in advance. Wanted it one week in Advance. Talked to Srgt Vance Dunbar. Brian Ensign threatened to cut off pre season stocking. Sayi,,,
1144,BigCarlson.LittlePortage,201808.BigCarlson.LittlePortage,,,Big.Carlson.Hollow,Little Portage Creek,8/8/2018,11:35:00 AM,,41.60844,-78.1031,41.608698,-78.103089,,15.5,6.85,46.6,15,10.08,,25.5,,Single,Unassessed,,,,,At mouth,,,
1145,Cochrane.Freeman,201808.Cochrane.Freeman,,,Cochrane.Hollow.Run,Freeman Run,8/8/2018,1:45:00 PM,,41.63655,-78.08936,41.635672,-78.086028,,,,,,,,27.2,,Single,Unassessed,,,,,Cochrane Hollow Road,,,
1146,Freeman.FirstForkSinnemahoning,201808.Freeman.FirstForkSinnemahoning,,,Freeman.Run,First Fork Sinnemahoning Creek,8/8/2018,3:50:00 PM,,41.709999,-78.144259,41.708648,-78.128938,,15.7,7.3,36.4,5,10.34,,25,,Single,Unassessed,,,,,Along Odin Road,,,
1147,Jacob.Freeman,201808.Jacob.Freeman,,,Jacob.Run,Freeman Run,8/8/2018,2:40:00 PM,,41.668697,-78.088791,41.668736,-78.089094,,17,6.89,43.4,8,8.93,,29.4,,Single,Unassessed,,,,,At mouth  Poor connection to Freeman Run  drains thru a rocky thicket,,,
1148,LittleCarlson.LittlePortage,201808.LittleCarlson.LittlePortage,,,Little.Carlson.Hollow.Run,Little Portage Creek,8/8/2018,10:55:00 AM,,41.60898,-78.0914,41.609378,-78.094529,,14.2,7.23,52.7,10,9.86,,26.6,,Single,Unassessed,,,,,At mouth to Little Portage Creek,,,
1149,LowerVag.EastForkSinnemahoning,201808.LowerVag.EastForkSinnemahoning,,,Lower.Vag.Hollow.Run,East Fork Sinnemahoning Creek,8/8/2018,9:57:00 AM,,41.539352,-77.990181,41.538746,-77.984549,,15,7.2,60.2,28,10.52,,26.6,,Single,Unassessed,,,,,Off East Fork Road. Braided marshland at bottom  Massive thickets of growth.  Posted upstream  didn t go upstream. Recommend early season re-survey upstream due to Brook Trout found in Upper Vag Hollow.,,,
1150,Stuckey.WestFreeman,201808.Stuckey.WestFreeman,,,Stuckey.Hollow,West Branch Freeman Run,8/8/2018,1:00:00 AM,,41.64879,-78.11624,41.648792,-78.1160663,,13,7.04,43.4,9,10.5,,26.6,,Single,Unassessed,,,,,Ron Warfuel Property off Rt 879  Sporadic puddles,,,
1151,WhiteOak.FirstForkSinnemahoning,201808.WhiteOak.FirstForkSinnemahoning,,,White.Oak.Run,First Fork Sinnemahoning Creek,8/8/2018,8:15:00 AM,,41.342407,-78.067757,41.343018,-78.066592,,15.4,6.31,42.1,12,8.44,,22.2,,Single,Unassessed,,,,,Along Rt. 879 at the mouth,,,
1152,WhiteOak2.FirstForkSinnemahoning,201808.WhiteOak2.FirstForkSinnemahoning,,,White.Oak.Run.2,First Fork Sinnemahoning Creek,8/8/2018,9:00:00 AM,,41.342407,-78.067757,41.347508,-78.065699,,16.2,6.96,36.4,10,10.14,,22.2,,Single,Unassessed,,,,,Above and below culvert on Rt. 879,,,
1153,UNTtoPennsRM062.Penns,201904.UNTtoPennsRM062.Penns,,,UNT.to.Penns.Creek..RM.0.62.,Penns Creek,4/18/2019,1:00:00 PM,,40.75011,-76.87362,40.753141,-76.866496,,10.9,8.48,94.9,30,6.06,,16.6,,Single,Unassessed,,,,,Aquaduct Road,,,
1154,FO0-WD,FO4-WD,,,UNT 19227,White Deer Creek,5/21/2019,12:50:00 PM,,,,41.0174,-77.1792,,9.7,7.4,27.2,,13.9,,,,Repeated,,,,Farm Streams,,,,,
1155,FO0-YR,FO4-YR,,,Yankee Run,Rapid Run,5/21/2019,10:00:00 AM,,,,40.9867,-77.2271,,9.2,7.74,23.1,13,13.37,,,,Repeated,,,,Farm Streams,,,,,
1156,LU0-EL,LU4-EL,,,East Buffalo Township Downstream,Susquehanna River,5/23/2019,9:30:00 AM,,,,40.96267,-76.90692,,15,7.81,563.1,,10.53,,,,Repeated,,,,Farm Streams,,,,,12:20:00 PM
1157,LU0-EU,LU4-EU,,,East Buffalo Township Upstream,Susquehanna River,5/23/2019,10:50:00 AM,,,,40.96246,-76.90794,,13.5,7.23,562,238,10.55,,,,Repeated,,,,Farm Streams,,,,,
1158,PC0-BL,PC4-BL,,,UNT to Pine Creek- Downstream,Penns Creek,5/24/2019,9:46:00 AM,,,,40.90189,-77.357284,,13.2,8.11,364.3,196,9.25,,,,Repeated,,,,Farm Streams,,,,,
1159,PC0-BU,PC4-BU,,,UNT to Pine Creek- Upstream,Penns Creek,5/24/2019,11:45:00 AM,,,,40.90339,-77.35796,,14.7,7.8,361.1,196,10.58,,,,Repeated,,,,Farm Streams,,,,,
1160,PC0-SS,PC4-SS,,,Pine Creek - Sugar Shack,Penns Creek,5/24/2019,1:20:00 PM,,,,40.90587851,-77.35060095,,13.9,7.7,24.7,7.2,11.03,,,,Repeated,,,,Farm Streams,,,,,
1161,CR0-CU,CR4-CU,,,Conley Run (Upper 20m),Buffalo Creek,6/3/2019,2:00:00 PM,,,,40.9623,-77.037026,,20.2,7.8,320.9,104,10.86,,,,Repeated,,,,Farm Streams,Leaf Addition,,,,
1162,CR0-TD,CR4-TD,,,Conley Run Downstream,Buffalo Creek,6/3/2019,2:00:00 PM,,,,40.96239,-77.037026,,20.2,7.8,320.9,104,10.86,,,,Repeated,,,,Farm Streams,Leaf Addition,,,,
1163,TC0-GL,TC4-GL,,,Griffith Downstream,Susquehanna River,6/3/2019,8:53:00 AM,,,,40.929468,-76.934159,,12.9,7,429,162,11.52,,,,Repeated,,,,Farm Streams,,,,,
1164,TC0-GU,TC4-GU,,,Griffith Upstream,Susquehanna River,6/3/2019,10:55:00 AM,,,,40.929113,-76.936431,,14.7,7.47,426.9,170,13,,,,Repeated,,,,Farm Streams,,,,,
1165,TC0-BL,TC4-BD,,,Baylor Downstream,Susquehanna River,6/4/2019,8:55:00 AM,,,,40.93062,-76.91642,,11.7,7.84,416.2,155,11.84,,,,Repeated,,,,Farm Streams,,,,,
1166,TC0-BU,TC4-BU,,,Baylor Upstream,Susquehanna River,6/4/2019,12:19:00 PM,,,,40.93064,-76.91755,,13.8,8.07,408.8,149,13.2,,,,Repeated,,,,Farm Streams,,,,,
1167,PC0-VR,PC4-VR,,,Voneida Run,Penns Creek,6/5/2019,9:30:00 AM,,,,40.90519184,-77.34566262,,12.3,7.82,61.1,10,12.35,,,,Repeated,,,,Farm Streams,,,,,
