SurveyID,SiteCode,EventCode,Date,Watername,TribTo,Time,CrewLeader,Comments,Location,Length,AveWid,Wid1,Wid2,Wid3,Wid4,Wid5,VoltStart,FreqStart,DutyStart,Volts,FreqEnd,DutyEnd,Flow,EffortMin,Seconds,Pass1TimeA,Pass2TimeA,Pass3TimeA,Pass1TimeB,Pass2TimeB,Pass3TimeB,Pass1TimeC,Pass2TimeC,Pass3TimeC,Pass1TimeD,Pass2TimeD,Pass3TimeD,PEAllTrout,PEBrook,PEBrown,PERainbow,PEYOYAll,PEYOYBrook,PEYOYBrown,PEYOYRainbow,PEAdtAll,PEAdtBrook,PEAdtBrown,PEAdtRainbow,BrookP1,BrookP2,BrookP3,BrownP1,BrownP2,BrownP3,RainP1,RainP2,RainP3,TigerP1,TigerP2,TigerP3,TotalP1,TotalP2,TotalP3,GrandTotal,NumShockers,TimeStamp,IDBy,RecordBy,Crew,RFPID,SurveyNotes,Operators,Netters
990,TC0-CB-M,TC1-CB-M,05-Jul-17,Mtn Trib Carl Brown,Susquehanna River,9:00:00 AM,,,,100,0.74,1.5,0.5,0.5,0.7,0.5,180,,,180,,,,,,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
991,TC0-CB-L,TC1-CB-L,06-Jul-17,Downstream Carl Brown,Susquehanna River,8:45:00 AM,,,,100,4.42,2.6,2.6,4.4,5.1,7.4,140,,,140,,,,,,4800,,,5363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
992,TC0-CB-U,TC1-CB-U,06-Jul-17,Upstream Carl Brown,Susquehanna River,12:00:00 PM,,,,100,5.38,2.4,4.6,6.1,6.3,7.5,140,,,140,,,,,,2744,,,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
993,Miller.LittleSugar,201707.Miller.LittleSugar,10-Jul-17,Miller.Hollow,Little Sugar Run,12:31:00 PM,,,Harman Road,,,,,,,,,,,,,,Dry,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Sugar.Gregg,201707.Sugar.Gregg,10-Jul-17,Sugar.Run,Gregg Run,10:15:00 AM,,,Clarkstown Road pulloff 150m below Rt 118,144,5.04,3.4,4.2,4.9,6,6.7,135,,,135,,,Normal,82,4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
995,UNT19610toLittleSugar.LittleSugar,201707.UNT19610toLittleSugar.LittleSugar,10-Jul-17,UNT.19610.to.Little.Sugar.Run,Little Sugar Run,12:10:00 PM,,,Old Laidsville Road,100,1.04,1.1,1.3,0.7,0.4,1.7,100,,,100,,,Low,5,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
996,UNT19617toSugar.Sugar,201707.UNT19617toSugar.Sugar,10-Jul-17,UNT.19617.to.Sugar.Run,Sugar Run,12:57:00 PM,,,Green Valley Road near Dr. Poust Road,,,,,,,,,,,,,,Dry,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,UNT19667toMuncy.Muncy,201707.UNT19667toMuncy.Muncy,10-Jul-17,UNT.19667.to.Muncy.Creek,Muncy Creek,1:50:00 PM,,,Barto Hollow Road,100,0.46,0.3,0.5,0.7,0.3,0.5,150,,,150,,,Low,9,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
998,UNT19670toLick.Lick,201707.UNT19670toLick.Lick,10-Jul-17,UNT.19670.to.Lick.Run,Lick Run,2:20:00 PM,,,Birch Still Road,175,1.16,1.2,1.3,0.9,1.1,1.3,150,,,150,,,Low,22,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999,LU0-EL,LU1-EL,17-Jul-17,East Buffalo Township D,Susquehanna River,8:45:00 AM,,,,100,5.86,4.6,5.4,5.7,6,7.6,100,,,100,,,,,,2406,,,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1000,LU0-EU,LU1-EU,17-Jul-17,East Buffalo Township U,Susquehanna River,11:00:00 AM,,,,100,4.44,3.3,3.8,4.2,5.3,5.6,100,,,100,,,,,,2883,,,2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1001,TC0-SB-L,TC1-SB-L,19-Jul-17,Downstream Steve Brown,Susquehanna River,8:30:00 AM,,,,100,2.16,1.4,1.8,2,2.4,3.2,150,,,150,,,,,,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Lots of reed canary grass.,,
1002,TC0-SB-U,TC1-SB-U,19-Jul-17,Upstream Steve Brown,Susquehanna River,10:30:00 AM,,,,100,1.98,1.5,1.7,1.8,2.4,2.5,,,,,,,,,,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1003,Big.Muncy,201707.Big.Muncy,20-Jul-17,Big.Run,Muncy Creek,1:08:00 PM,,,Above culvert on Big Run Road,133,5.02,3.7,4.5,4.8,5.8,6.3,525,,,525,,,Low,26,1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1004,Fox.Big,201707.Fox.Big,20-Jul-17,Fox.Run,Big Run,2:37:00 PM,,,Rt. 220 Culvert,100,1.78,2.5,1.8,1.9,1.4,1.3,225,,,225,,,Low,13,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1005,UNT19701toSpring.Spring,201707.UNT19701toSpring.Spring,26-Jul-17,UNT.19701.to.Spring.Run,Spring Run,12:01:00 PM,,,At mouth,100,2.38,2.1,3.4,2.1,2.1,2.2,375,,,375,,,Low,19,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1006,UNTtoTurtleRM175.Turtle,201805.UNTtoTurtleRM175.Turtle,24-May-18,UNT.to.Turtle.Creek..RM.1.75.,Turtle Creek,1:34:00 PM,,,1730 Supplee Mill Rd  Lewisburg,89,2.1,1.7,1.8,1.9,2.5,2.6,550,,,550,,,Normal,16,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1007,PC0-BL,PC3-BL,29-May-18,UNT to Pine Creek- Downstream,Penns Creek,9:35:00 AM,,,,100,1.72,1.2,1.3,1.4,1.9,2.8,225,,,225,,,,,,3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"Brook Trout - 1 with length only; Some lengths are in cm, some in mm; Lengths in cm - converted to mm;",,
1008,PC0-BU,PC3-BU,29-May-18,UNT to Pine Creek- Upstream,Penns Creek,12:10:00 PM,,,,100,1.86,1.6,1.8,1.8,2,2.1,,,,,,,,,,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Lengths in cm were converted to mm;,,
1009,EC0-NF,EC3-NF,30-May-18,Elk Creek- Neff,Pine Creek,10:00:00 AM,,,,100,6.7,5.8,7.1,6,6.4,8.2,400,,,400,,,,,,5644,,,5921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1010,EC0-SF,EC3-SF,30-May-18,Elk Creek- Sheats,Pine Creek,1:00:00 PM,,,,100,12.2,11.5,12.1,12,12.5,12.9,425,,,425,,,,,,3182,,,3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1011,EC0-ML,EC3-ML,31-May-18,Elk Creek- Miller,Pine Creek,11:00:00 AM,,,,100,6.8,5.5,9,6.5,7.8,5.2,425,,,425,,,,,,3421,,,3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1012,EC0-PH,EC3-PH,31-May-18,Elk Creek- Chip Brown,Pine Creek,9:00:00 AM,,,,100,6.14,7.2,6,6.7,5.8,5,425,,,425,,,,,,3016,,,3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1013,LU0-EL,LU3-EL,04-Jun-18,East Buffalo Township D,Susquehanna River,9:20:00 AM,,,,100,6.08,6.7,6.7,6.9,5.3,4.8,100,,,100,,,,,,2465,,,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1014,LU0-EU,LU3-EU,04-Jun-18,East Buffalo Township U,Susquehanna River,11:00:00 AM,,,,100,4.98,4.3,4.8,5,5.3,5.5,100,,,100,,,,,,2586,,,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1015,SP0-DM,SP3-DM,04-Jun-18,Spring Creek- Middle,Bald Eagle Creek,3:00:00 PM,,,,100,16,14,14,22,15,15,125,,,125,,,,,,439,,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,No fish captured.,,
1016,SP0-DU,SP3-DU,04-Jun-18,Spring Creek- Upstream,Bald Eagle Creek,1:45:00 PM,,,,100,1.7,1.2,1.7,1.2,2.4,2,175,,,175,,,,,,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,No fish captured.,,
1017,SP0-MV,SP3-MV,04-Jun-18,Spring Creek-Downstream,Bald Eagle Creek,3:50:00 PM,,,,100,7.1,3.7,4.2,10,7.5,10.1,150,,,150,,,,,,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,No fish captured.,,
1018,TC0-CB-L,TC3-CB-L,05-Jun-18,Downstream Carl Brown,Susquehanna River,9:30:00 AM,,,,100,5.08,4.7,2.4,7.3,2.8,8.2,150,,,125,,,,,,6800,,,7262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1019,TC0-CB-M,TC3-CB-M,05-Jun-18,Mtn Trib Carl Brown,Susquehanna River,12:32:00 PM,,,,100,2.26,1.8,1.2,2.2,2.7,3.4,150,,,150,,,,,,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1020,TC0-CB-U,TC3-CB-U,05-Jun-18,Upstream Carl Brown,Susquehanna River,12:30:00 PM,,,,100,5.04,7,6.7,5,4.9,1.6,150,,,150,,,,,,5672,,,6063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1021,TC0-SB-L,TC3-SB-L,06-Jun-18,Downstream Steve Brown,Susquehanna River,9:39:00 AM,,,,100,2.52,2.3,2.8,3.2,2,2.3,100,,,100,,,,,,4531,,,4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1022,TC0-SB-U,TC3-SB-U,06-Jun-18,Upstream Steve Brown,Susquehanna River,12:02:00 PM,,,,100,2.76,2.5,2.7,2.7,2.9,3,100,,,100,,,,,,4908,,,4820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1023,TC0-BL,TC3-BD,07-Jun-18,Downstream Baylor (2),Susquehanna River,9:30:00 AM,,,,100,5.86,5.2,5.4,5.8,5.8,7.1,175,,,175,,,,,,6714,,,6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1024,TC0-BU,TC3-BU,07-Jun-18,Upstream Baylor (1),Susquehanna River,12:30:00 PM,,,,100,6.12,5.5,5.8,5.8,6.5,7,175,,,175,,,,,,6359,,,6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1025,LR0-MA,LR2018-MA,12-Jun-18,Martin Farm,Susquehanna River,1:31:00 PM,,,,100,2.18,2.3,2.3,3.2,1.9,1.2,75,,,75,,,,,,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Brook Trout - 1 with length only;,,
1026,LR0-PF,LR3-PF,12-Jun-18,Pfleegor Farm,Susquehanna River,9:15:00 AM,,,,100,3.6,2,3.5,3.5,3,6,75,,,75,,,,,,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1027,LR0-SM,LR3-SM,12-Jun-18,Smith Farm,Susquehanna River,11:15:00 AM,,,,100,3.9,2.9,2.9,3.7,4.8,5.2,75,,,75,,,,,,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1028,LR0-SR,LR3-SR,14-Jun-18,Schnure Farm,Susquehanna River,10:00:00 AM,,,,100,3.52,3.7,3.1,3.2,3.4,4.2,150,,,150,,,,,,3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1029,LS0-RA,LS3-RA,15-Jun-18,Little Shamokin,Shamokin Creek,9:30:00 AM,,,,100,6.68,4.6,5.2,7.2,8,8.4,275,,,275,,,,,,6356,,,6040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,"Smallmouth Bass - 1 with length only, 1 with weight only;",,
1030,Level.Lick,201806.Level.Lick,18-Jun-18,Level.Branch,Lick Creek,,,,At mouth,103,3.06,2.6,2.4,3,3.3,4,550,,,550,,,,69,4149,2175,1586,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1031,Scar.LowerLoyalsock,201806.Scar.LowerLoyalsock,18-Jun-18,Scar.Run,Lower Loyalsock,,,,At Lucky 7 Camp,100,4.4,2.5,4.5,5.7,6,3.3,550,,,550,,,,72,4291,2608,1071,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1032,Streby.Lick,201806.Streby.Lick,18-Jun-18,Streby.Run,Lick Creek,,,,Mouth,100,2.72,4.4,1.5,0.9,3.4,3.4,375,,,375,,,,24,1435,993,442,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1033,DryHB.Hoagland,201806.DryHB.Hoagland,19-Jun-18,Dry.Run.HB,Hoagland Branch,,,,Along Dry Run Road,100,1.46,0.6,0.8,2.3,3.4,0.2,525,,,525,,,,18,1058,765,293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1034,Huckle.Loyalsock,201806.Huckle.Loyalsock,19-Jun-18,Huckle.Run,Loyalsock,,,,Mouth,100,3.12,4.9,0.8,3.6,3,3.3,800,,,800,,,,35,2113,1424,689,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1035,Lick.Kings,201806.Lick.Kings,19-Jun-18,Lick.Run,Kings Creek,,,,At end of path,100,2.18,4.7,2.8,1.2,1.2,1,400,,,400,,,,32,1919,1140,779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1036,Porter.Hoagland,201806.Porter.Hoagland,19-Jun-18,Porter.Creek,Hoagland Branch,,,,Mouth,100,3.2,2.4,2.7,3,5.5,2.4,400,,,400,,,,60,3627,2708,702,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1037,Swamp.Hoagland,201806.Swamp.Hoagland,19-Jun-18,Swamp.Run,Hoagland Branch,,,,Mouth,100,3.44,4,2.3,3,3,4.9,575,,,575,,,,61,3633,2429,771,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1038,Conklin.LakeMokoma,201806.Conklin.LakeMokoma,20-Jun-18,Conklin.Run,Lake Mokoma,,,,Upstream of Bridge,101,3.46,3.4,4.7,4.1,1.5,3.6,990,,,990,,,,50,2999,1907,1092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1039,Dutchman.UpperLoyalsock,201806.Dutchman.UpperLoyalsock,20-Jun-18,Dutchman.Run,Upper Loyalsock Creek,,,,Upstream of Railroad Trestle,100,2.24,2.8,0.8,1.1,4.3,2.2,700,,,700,,,,28,1678,1678,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1040,Ellis.UpperLoyalsock,201806.Ellis.UpperLoyalsock,20-Jun-18,Ellis.Creek,Upper Loyalsock Creek,,,,Gamelands,100,3.64,4,4.8,2.5,5.4,1.5,975,,,975,,,,61,3665,2570,1095,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1041,FlagMarsh.Pigeon,201806.FlagMarsh.Pigeon,20-Jun-18,Flag.Marsh.Run,Pigeon Creek,,,,Mouth,100,2.08,0.8,1.6,2,3,3,800,,,800,,,,46,2775,1910,865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1042,Sand.MillMokoma,201806.Sand.MillMokoma,20-Jun-18,Sand.Run,Mill Creek (Mokoma),,,,Off trail,100,1.28,0.4,2.3,1,0.9,1.8,990,,,990,,,,8,498,498,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1043,Sherman.UpperLoyalsock,201806.Sherman.UpperLoyalsock,20-Jun-18,Sherman.Run,Upper Loyalsock,,,,Bridge,100,2.1,3.2,0.8,1.8,2.3,2.4,800,,,800,,,,37,2192,1288,904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1044,Brunnerdale.Ogdonia,201806.Brunnerdale.Ogdonia,21-Jun-18,Brunnerdale.Run,Ogdonia Creek,,,,Mouth,100,2.54,2,4.5,1.9,2.3,2,600,,,600,,,,64,3813,2103,1265,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1045,Fall.Hoagland,201806.Fall.Hoagland,21-Jun-18,Fall.Run,Hoagland Branch,,,,Mouth,104,3.12,3,3.1,1,2.7,5.8,400,,,400,,,,53,3150,1728,1040,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1046,Lake.Elk,201806.Lake.Elk,21-Jun-18,Lake.Run,Elk Creek,,,,100m upstream of mouth,100,1.74,1.2,0.8,2.2,3.4,1.1,650,,,650,,,,40,2380,1735,645,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1047,Rock.LittleLoyalsock,201806.Rock.LittleLoyalsock,21-Jun-18,Rock.Run,Little Loyalsock Creek,,,,DCNR Property,100,3.28,1.3,2.6,3.9,7,1.6,650,,,650,,,,43,2585,1889,696,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1048,Weed.Hoagland,201806.Weed.Hoagland,21-Jun-18,Weed.Creek,Hoagland Branch,,,,At mouth,100,1.84,1.2,0.6,2,2.2,3.2,400,,,400,,,,32,1904,1136,768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1049,BearRun.Loyalsock,201806.BearRun.Loyalsock,22-Jun-18,Bear.Run,Loyalsock Creek,,,,Above bridge on Cosgrove property,101,2.16,1.4,0.5,2.5,2.6,3.8,825,,,825,,,,55,3301,2029,1272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1050,Coal.UpperLoyalsock,201806.Coal.UpperLoyalsock,22-Jun-18,Coal.Run,Upper Loyalsock Creek,,,,Mouth,105,2.06,1.2,3.3,3.8,0.4,1.6,750,,,750,,,,43,2560,1474,775,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1051,DrySock.LowerLoyalsock,201806.DrySock.LowerLoyalsock,22-Jun-18,Dry.Run.Sock,Lower Loyalsock Creek,,,,DCNR Building,100,3.68,2.9,1.4,3.9,3.6,6.6,500,,,500,,,,45,2719,1675,1044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1052,Mill.Loyalsock,201806.Mill.Loyalsock,22-Jun-18,Mill.Run,Loyalsock Creek,,,,Mill Run Lane,100,3.48,4.4,5.1,2,2.2,3.7,700,,,700,,,,63,3801,2314,1487,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1053,Painter.LittleBear,201806.Painter.LittleBear,23-Jun-18,Painter.Run,Little Bear Creek,,,,Mouth,100,2.52,1.7,1.8,2.1,3,4,875,,,875,,,,41,2471,1647,824,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1054,Red.LittleBear,201806.Red.LittleBear,23-Jun-18,Red.Run,Little Bear Creek,,,,Bridge,100,2.48,0.3,0.7,1.7,4,5.7,950,,,950,,,,45,2710,2167,543,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1055,SandSpring.LittleBear,201806.SandSpring.LittleBear,23-Jun-18,Sand.Spring.Run,Little Bear Creek,,,,Bridge,100,1.44,0.3,1.3,3,1.9,0.7,975,,,975,,,,38,2289,1478,811,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1056,Grandad.Hessler,201806.Grandad.Hessler,25-Jun-18,Grandad.Run,Hessler Branch,,,,Mouth,100,2.02,1.2,2.1,2.6,1,3.2,990,,,990,,,,29,1762,1243,519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1057,Shingle.Bear,201806.Shingle.Bear,25-Jun-18,Shingle.Run,Bear Creek,,,,Mouth,100,2.34,2.2,4,2.2,1.2,2.1,990,,,990,,,,38,2286,1573,713,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1058,Snake.BearLoyalsock,201806.Snake.BearLoyalsock,25-Jun-18,Snake.Run,Bear Creek (Loyalsock),,,,Upstream of braid,100,1.88,0.5,0.8,2.6,3.3,2.2,950,,,950,,,,25,1480,1053,427,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1059,Yellow.LittleLoyalsock,201806.Yellow.LittleLoyalsock,25-Jun-18,Yellow.Run,Little Loyalsock Creek,,,,Above Bridge,102,1.86,0.9,1,1.7,2,3.7,400,,,400,,,,33,1962,1496,466,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1060,PC0-SS,PC3-SS,02-Jul-18,Sugar Shack,Penns Creek,9:30:00 AM,,,,100,7.28,6.5,7,7.6,7.6,7.7,800,,,800,,,,,,3584,,,3937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1061,PC0-VR,PC3-VR,02-Jul-18,Voneida Run,Penns Creek,12:00:00 PM,,,,100,3.62,2.2,4.7,2.2,4.2,4.8,450,,,450,,,,,,1236,,,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1062,FO0-WD,FO3-WD,03-Jul-18,UNT 19227 to White Deer,White Deer Creek,12:00:00 PM,,,,100,2.86,1.5,2.1,2.3,3,5.4,650,,,650,,,,,,1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1063,FO0-YR,FO3-YR,03-Jul-18,Yankee Run,Rapid Run,11:30:00 AM,,,,100,2.68,1.5,1.8,3.8,2,4.3,850,,,850,,,,,,2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1064,LickIsland.FirstForkSinnemahoning,201807.LickIsland.FirstForkSinnemahoning,09-Jul-18,Lick.Island.Run,First Fork Sinnemahoning Creek,1:10:00 PM,,,50m above confluence with Gravely Run,100,4.04,3.2,4.6,5.6,2.8,4,800,,,800,,,Normal,56,3341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1065,UNTtoLickIslandRM211.LickIsland,201807.UNTtoLickIslandRM211.LickIsland,09-Jul-18,UNT.to.Lick.Island.Run..RM.2.11.,Lick Island Run,3:00:00 PM,,,At mouth,100,0.92,0.3,0.7,0.7,1.1,1.8,850,,,850,,,Normal,12,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1066,UNTtoLickIslandRM274.LickIsland,201807.UNTtoLickIslandRM274.LickIsland,09-Jul-18,UNT.to.Lick.Island.Run..RM.2.74.,Lick Island Run,4:00:00 PM,,,At mouth to Lick Island Run,100,1.8,0.6,1.2,2.1,3.6,1.5,850,,,850,,,Normal,43,2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1067,Brainard.Bailey,201807.Brainard.Bailey,10-Jul-18,Brainard.Hollow.Run,Bailey Run,12:20:00 PM,,,At Mouth to Bailey Run,100,2.14,1.3,1.5,3.5,2.6,1.8,900,,,900,,,Normal,13,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1068,GasWell.RightBigNelson,201807.GasWell.RightBigNelson,10-Jul-18,Gas.Well.Hollow.Run,Right Branch Big Nelson Run,5:27:00 PM,,,at mouth to right branch of big nelson run,100,1.72,1.3,1.7,1.9,2.1,1.6,800,,,800,,,Normal,11,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1069,LittleNelson.FirstForkSinnemahoning,201807.LittleNelson.FirstForkSinnemahoning,10-Jul-18,Little.Nelson.Run,First Fork Sinnemahoning Creek,,,,Along Rt 872 just above mouth,150,2.38,1.2,1.2,3.2,4.1,2.2,400,,,400,,,Normal,24,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1070,Mahon.FirstForkSinnemahoning,201807.Mahon.FirstForkSinnemahoning,10-Jul-18,Mahon.Run,First Fork Sinnemahoning Creek,9:04:00 AM,,,End of DCNR property where flows under Mahon Run Road,100,0.22,0.3,0.1,0.2,0.2,0.3,800,,,800,,,Low,3,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1071,Owl.FirstForkSinnemahoning,201807.Owl.FirstForkSinnemahoning,10-Jul-18,Owl.Run,First Fork Sinnemahoning Creek,10:35:00 AM,,,Dry at mouth and 300m upstream at (41.463288  -78.055068),,,,,,,,,,,,,,Dry,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Rattlesnake.FirstForkSinnemahoning,201807.Rattlesnake.FirstForkSinnemahoning,10-Jul-18,Rattlesnake.Run,First Fork Sinnemahoning Creek,11:00:00 AM,,,At mouth  upstream for 300m,,,,,,,,,,,,,,Dry,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,UNTtoUpperLogueRM011.UpperLogue,201807.UNTtoUpperLogueRM011.UpperLogue,10-Jul-18,UNT.to.Upper.Logue.Run.RM.0.11,Upper Logue Run,11:50:00 AM,,,Small isolated pools with trickle of water between,100,0.18,0.3,0.1,0.3,0.1,0.1,800,,,800,,,Low,3,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
